statReviewAvailable,PPAReviewAvailable,Name,appType,PPAReviewLink,Company,reviewAvailable,marketStat,appNo,approvDate,reviewPageLink,sumReviewAvailable,PatientPopulationAltered,medReviewAvailable
-,-,CORTISONE ACETATE,ANDA,-,HIKMA INTL PHARMS,-,Prescription,80776,1972-06-13,-,-,-,-
-,False,CORTISPORIN,NDA,-,CASPER PHARMA LLC,False,Prescription,60613,1975-05-25,-,-,False,-
-,False,CORTISPORIN,NDA,-,MONARCH PHARMS,False,Prescription,50479,1975-12-09,-,-,False,-
-,False,CORTISPORIN,NDA,-,MONARCH PHARMS,False,Prescription,50218,1963-04-16,-,-,False,-
-,False,CORTISPORIN,NDA,-,MONARCH PHARMS,False,Prescription,50168,1957-03-26,-,-,False,-
-,-,CORTICOTROPIN,-,-,-,-,Discontinued,10831,-,-,-,-,-
-,-,CORTICOTROPIN,-,-,-,-,Discontinued,88772,-,-,-,-,-
-,False,CORTIFOAM,NDA,-,MEDA PHARMS,False,Prescription,17351,1982-02-12,-,-,False,-
-,-,CORTEF ACETATE,-,-,-,-,Discontinued,8917,-,-,-,-,-
-,-,CORTEF ACETATE,-,-,-,-,Discontinued,9378,-,-,-,-,-
-,-,CORTEF,-,-,-,-,Discontinued,9864,-,-,-,-,-
-,-,CORTEF,-,-,-,-,Discontinued,9900,-,-,-,-,-
-,False,CORTENEMA,NDA,-,ANI PHARMS,False,Prescription,16199,1966-01-12,-,-,False,-
-,-,CORTEF,-,-,-,-,Discontinued,9864,-,-,-,-,-
-,-,CORTEF,-,-,-,-,Discontinued,9900,-,-,-,-,-
-,False,CORTEF,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,8697,1952-12-15,-,-,False,-
-,False,CORTEF,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,8697,1952-12-15,-,-,False,-
-,-,CORTAN,ANDA,-,HALSEY,-,Discontinued,87480,-,-,-,-,-
-,-,CORT-DOME,-,-,-,-,Discontinued,9585,-,-,-,-,-
-,-,CORT-DOME,-,-,-,-,Discontinued,9895,-,-,-,-,-
-,-,CORTALONE,ANDA,-,HALSEY,-,Discontinued,80304,-,-,-,-,-
-,-,CORSYM,NDA,-,UCB INC,-,Discontinued,18050,1984-01-04,-,-,-,-
-,-,CORPHED,ANDA,-,SANDOZ,-,Discontinued,88602,1985-04-11,-,-,-,-
-,-,CORMAX,ANDA,-,HI TECH PHARMA,-,Prescription,74220,1997-05-16,-,-,-,-
True,False,CORLOPAM,NDA,-,HOSPIRA,True,Prescription,19922,1997-09-23,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019922_toc.cfm,False,True,True
True,False,CORLANOR,NDA,-,AMGEN INC,True,Prescription,206143,2015-04-15,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206143Orig1s000TOC.cfm,True,False,True
-,False,CORGARD,NDA,-,US WORLDMEDS LLC,False,Prescription,18063,1979-12-10,-,-,False,-
True,False,COREG CR,NDA,-,SMITHKLINE BEECHAM,True,Prescription,22012,2006-10-20,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/022012s000TOC.cfm,False,False,True
-,False,COREG,NDA,-,SMITHKLINE BEECHAM,False,Prescription,20297,1995-09-14,-,-,True,-
-,-,CORDRAN N,-,-,-,-,Discontinued,50345,-,-,-,-,-
-,-,CORDRAN N,-,-,-,-,Discontinued,50346,-,-,-,-,-
-,False,CORDRAN SP,NDA,-,AQUA PHARMS,False,Prescription,12806,1965-10-18,-,-,False,-
-,False,CORDRAN,NDA,-,ALLERGAN SALES LLC,False,Prescription,16455,1969-07-29,-,-,False,-
-,False,CORDRAN,NDA,-,AQUA PHARMS,False,Prescription,13790,1963-03-19,-,-,False,-
-,-,CORDARONE,-,-,-,-,Discontinued,20377,-,-,-,-,-
-,False,CORDRAN,NDA,-,AQUA PHARMS,False,Prescription,12806,1965-10-18,-,-,False,-
-,-,COR-OTICIN,ANDA,-,AKORN,-,Discontinued,60188,-,-,-,-,-
False,False,CORDARONE,NDA,-,WYETH PHARMS INC,True,Prescription,18972,1985-12-24,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/18-972_Cardarone.cfm,True,False,False
-,-,COPAXONE,NDA,-,TEVA PHARMS USA,-,Discontinued,20622,1996-12-20,-,-,-,-
False,False,COPEGUS,NDA,-,ROCHE,True,Prescription,21511,2002-12-03,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-511_Copegus.cfm,False,False,True
-,False,CONZIP,NDA,-,CIPHER PHARMS INC,False,Prescription,22370,2010-05-07,-,-,False,-
-,-,CONSTULOSE,ANDA,-,ACTAVIS MID ATLANTIC,-,Discontinued,70288,1988-08-15,-,-,-,-
True,False,CONTRAVE,NDA,-,OREXIGEN,True,Prescription,200063,2014-09-10,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/200063Orig1s000TOC.cfm,True,False,True
-,-,CONSTILAC,ANDA,-,ALRA,-,Prescription,71054,1988-07-26,-,-,-,-
-,False,CONRAY 43,NDA,-,LIEBEL-FLARSHEIM,False,Prescription,13295,1962-08-16,-,-,False,-
-,-,CONRAY 400,NDA,-,MALLINCKRODT,-,Discontinued,14295,1963-09-30,-,-,-,-
-,-,CONRAY 325,NDA,-,MALLINCKRODT,-,Discontinued,17685,1976-09-07,-,-,-,-
-,False,CONRAY 30,NDA,-,LIEBEL-FLARSHEIM,False,Prescription,16983,1971-08-06,-,-,False,-
-,False,CONRAY,NDA,-,LIEBEL-FLARSHEIM,False,Prescription,13295,1962-08-16,-,-,False,-
-,False,CONDYLOX,NDA,-,ALLERGAN SALES LLC,False,Prescription,20529,1997-03-13,-,-,False,-
-,False,CONDYLOX,NDA,-,ALLERGAN SALES LLC,False,Prescription,19795,1990-12-13,-,-,False,-
-,-,CONCENTRAID,NDA,-,FERRING,-,Discontinued,19776,1990-12-26,-,-,-,-
True,False,CONCERTA,NDA,-,JANSSEN PHARMS,True,Prescription,21121,2000-08-01,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-121_Concerta.cfm,False,True,True
-,-,COMPRO,ANDA,-,PADDOCK LLC,-,Prescription,40246,2000-06-28,-,-,-,-
True,False,COMTAN,NDA,-,ORION PHARMA,True,Prescription,20796,1999-10-19,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20796_Comtan.cfm,False,False,False
-,-,COMPOUND 65,ANDA,-,ALRA,-,Discontinued,84553,1975-09-23,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,10571,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,10742,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11000,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11127,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11188,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11276,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,21019,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,10571,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,10742,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11000,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11127,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11188,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11276,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,21019,-,-,-,-,-
True,False,COMPLERA,NDA,-,GILEAD SCIENCES INC,True,Prescription,202123,2011-08-10,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/202123_compleratm_toc.cfm,True,False,True
-,-,COMPAZINE,-,-,-,-,Discontinued,10571,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,10742,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11000,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11127,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11188,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,11276,-,-,-,-,-
-,-,COMPAZINE,-,-,-,-,Discontinued,21019,-,-,-,-,-
True,False,COMMIT,NDA,-,GLAXOSMITHKLINE CONS,True,Over-the-counter,21330,2002-10-31,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-330_Commit.cfm,False,False,True
True,False,COMETRIQ,NDA,-,EXELIXIS,True,Prescription,203756,2012-11-29,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/203756Orig1s000TOC.cfm,True,False,True
-,-,COMBUNOX,NDA,-,FOREST LABS,-,Discontinued,21378,2004-11-26,-,-,-,-
-,False,COMBIVIR,NDA,-,VIIV HLTHCARE,False,Prescription,20857,1997-09-26,-,-,True,-
-,-,COMBIVENT,NDA,-,BOEHRINGER INGELHEIM,-,Discontinued,20291,1996-10-24,-,-,-,-
True,False,COMBIVENT RESPIMAT,NDA,-,BOEHRINGER INGELHEIM,True,Prescription,21747,2011-10-07,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/021747_combivent_toc.cfm,True,False,True
-,-,COMBIPRES,NDA,-,BOEHRINGER INGELHEIM,-,Discontinued,17503,1974-09-03,-,-,-,-
True,False,COMBIPATCH,NDA,-,NOVEN PHARMS INC,True,Prescription,20870,1998-08-07,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20870_CombiPatch.cfm,False,False,True
True,False,COMBIGAN,NDA,-,ALLERGAN,True,Prescription,21398,2007-10-30,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021398s000TOC.cfm,True,False,True
-,-,COLYTE-FLAVORED,NDA,-,MEDA PHARMS,-,Discontinued,18983,1984-10-26,-,-,-,-
-,-,COLYTE WITH FLAVOR PACKS,NDA,-,MEDA PHARMS,-,Discontinued,18983,1984-10-26,-,-,-,-
-,-,COLYTE,NDA,-,MEDA PHARMS,-,Discontinued,18983,1984-10-26,-,-,-,-
-,-,COLY-MYCIN S,-,-,-,-,Discontinued,50355,-,-,-,-,-
-,-,COLY-MYCIN S,-,-,-,-,Discontinued,50355,-,-,-,-,-
-,False,COLY-MYCIN S,NDA,-,ENDO PHARMS INC,False,Prescription,50356,1962-05-17,-,-,False,-
-,False,COLY-MYCIN S,NDA,-,ENDO PHARMS INC,False,Prescription,50356,1962-05-17,-,-,False,-
-,-,COLOVAGE,ANDA,-,DYNAPHARM,-,Discontinued,71320,-,-,-,-,-
-,False,COLY-MYCIN M,NDA,-,PAR STERILE PRODUCTS,False,Prescription,50108,1970-06-04,-,-,False,-
-,-,COLONAID,-,-,-,-,Discontinued,85735,-,-,-,-,-
-,-,COLONAID,-,-,-,-,Discontinued,85737,-,-,-,-,-
-,-,COLOCORT,ANDA,-,PADDOCK LLC,-,Prescription,75172,1999-12-03,-,-,-,-
-,-,COLISTIMETHATE SODIUM,ANDA,-,XELLIA PHARMS APS,-,Prescription,205356,2015-05-29,-,-,-,-
-,-,COLISTIMETHATE SODIUM,ANDA,-,EMCURE PHARMS LTD,-,Prescription,202359,2012-09-28,-,-,-,-
-,-,COLISTIMETHATE SODIUM,ANDA,-,SAGENT PHARMS,-,Prescription,201365,2014-02-19,-,-,-,-
-,-,COLISTIMETHATE SODIUM,ANDA,-,FRESENIUS KABI USA,-,Prescription,65364,2008-04-17,-,-,-,-
-,-,COLISTIMETHATE SODIUM,ANDA,-,PADDOCK LLC,-,Prescription,65177,2004-03-19,-,-,-,-
-,-,COLISTIMETHATE SODIUM,ANDA,-,X GEN PHARMS,-,Prescription,64216,1999-02-26,-,-,-,-
-,-,COLESTIPOL HYDROCHLORIDE,ANDA,-,IMPAX LABS,-,Prescription,77510,2006-10-24,-,-,-,-
-,-,COLESTIPOL HYDROCHLORIDE,ANDA,-,IMPAX LABS,-,Prescription,77277,2006-05-02,-,-,-,-
False,False,COLGATE TOTAL,NDA,-,COLGATE PALMOLIVE,True,Over-the-counter,20231,1997-07-11,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020231_total_toc.cfm,False,False,False
-,-,COLD CAPSULE V,NDA,-,GRAHAM DM,-,Discontinued,18794,-,-,-,-,-
-,False,COLESTID,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,20222,1994-07-19,-,-,False,-
-,False,COLESTID,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,17563,1977-04-04,-,-,False,-
-,-,COLD CAPSULE IV,NDA,-,GRAHAM DM,-,Discontinued,18793,-,-,-,-,-
-,-,COLCHICINE,ANDA,-,WATSON LABS INC,-,None (Tentative Approval),204461,-,-,-,-,-
-,-,COLCHICINE,ANDA,-,PAR PHARM INC,-,None (Tentative Approval),203976,-,-,-,-,-
True,False,COLCRYS,NDA,-,AR HOLDING CO INC,True,Prescription,22353,2009-10-16,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022353_colcrys_toc.cfm,True,False,True
True,False,COLCRYS,NDA,-,TAKEDA PHARMS USA,True,Prescription,22352,2009-07-29,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022352_colcrys_toc.cfm,True,False,True
True,False,COLCRYS,NDA,-,AR HOLDING CO INC,True,Prescription,22351,2009-07-30,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022351_colcrys_toc.cfm,True,False,True
-,-,COLBENEMID,NDA,-,MERCK,-,Discontinued,12383,1961-07-27,-,-,-,-
-,-,COL-PROBENECID,ANDA,-,WATSON LABS,-,Prescription,84279,1976-11-23,-,-,-,-
True,False,COLAZAL,NDA,-,VALEANT PHARMS INTL,True,Prescription,20610,2000-07-18,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-610_Colazal.cfm,False,True,True
-,-,COGENTIN,-,-,-,-,Discontinued,9193,-,-,-,-,-
-,-,COGNEX,NDA,-,SHIONOGI INC,-,Discontinued,20070,1993-09-09,-,-,-,-
-,-,CODRIX,-,-,-,-,Discontinued,40441,-,-,-,-,-
-,-,CODRIX,-,-,-,-,Discontinued,40447,-,-,-,-,-
-,-,CODRIX,-,-,-,-,Discontinued,40488,-,-,-,-,-
-,False,COGENTIN,NDA,-,OAK PHARMS AKORN,False,Prescription,12015,1959-12-21,-,-,False,-
-,-,CODOXY,ANDA,-,HALSEY,-,Discontinued,87464,-,-,-,-,-
-,-,CODIMAL-L.A. 12,NDA,-,SCHWARZ PHARMA,-,Discontinued,18935,-,-,-,-,-
-,-,CODEPREX,NDA,-,UCB INC,-,Discontinued,21369,2004-06-21,-,-,-,-
-,-,"CODEINE, ASPIRIN, APAP FORMULA NO. 4",ANDA,-,SCHERER LABS,-,Discontinued,85638,1978-05-10,-,-,-,-
-,-,"CODEINE, ASPIRIN, APAP FORMULA NO. 3",ANDA,-,SCHERER LABS,-,Discontinued,85639,1978-05-10,-,-,-,-
-,-,"CODEINE, ASPIRIN, APAP FORMULA NO. 2",ANDA,-,SCHERER LABS,-,Discontinued,85640,1978-05-10,-,-,-,-
-,-,CODEINE SULFATE,-,-,-,-,Discontinued,202245,-,-,-,-,-
-,-,CODEINE SULFATE,ANDA,-,LANNETT HOLDINGS INC,-,Prescription,203046,2014-06-13,-,-,-,-
-,-,CODEINE PHOSPHATE AND CHLORPHENIRAMINE MALEATE,NDA,-,SPRIASO LLC,-,Discontinued,206323,2015-06-22,-,-,-,-
-,-,CODAMINE,ANDA,-,ALPHARMA US PHARMS,-,Discontinued,75103,2000-09-29,-,-,-,-
False,False,CODEINE SULFATE,NDA,-,ROXANE,True,Prescription,22402,2009-07-16,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022402_codeine_sulfate_toc.cfm,True,False,True
-,-,COBAVITE,-,-,-,-,Discontinued,83013,-,-,-,-,-
-,-,COBAVITE,-,-,-,-,Discontinued,83064,-,-,-,-,-
-,-,COACTIN,NDA,-,ROCHE,-,Discontinued,50565,-,-,-,-,-
True,False,COARTEM,NDA,-,NOVARTIS,True,Prescription,22268,2009-04-07,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022268s000TOC.cfm,True,False,True
-,-,CO-LAV,ANDA,-,VINTAGE PHARMS,-,Discontinued,73428,1992-01-28,-,-,-,-
-,-,CO-GESIC,-,-,-,-,Discontinued,87757,-,-,-,-,-
-,-,CO-GESIC,-,-,-,-,Discontinued,89360,-,-,-,-,-
-,-,CLOZAPINE,-,-,-,-,Discontinued,74546,-,-,-,-,-
-,-,CLOZAPINE,-,-,-,-,Discontinued,75162,-,-,-,-,-
-,-,CLOZAPINE,ANDA,-,MAYNE PHARMA,-,Prescription,203807,2015-09-17,-,-,-,-
-,False,CLOZARIL,NDA,-,HERITAGE LIFE,False,Prescription,19758,1989-09-26,-,-,False,-
-,-,CLOZAPINE,ANDA,-,TEVA PHARMS USA,-,Prescription,203039,2015-11-25,-,-,-,-
-,-,CLOZAPINE,ANDA,-,ACCORD HLTHCARE,-,Prescription,202873,2015-11-25,-,-,-,-
-,-,CLOZAPINE,ANDA,-,MYLAN PHARMS INC,-,None (Tentative Approval),201824,2015-09-15,-,-,-,-
-,-,CLOZAPINE,ANDA,-,MYLAN PHARMS INC,-,None (Tentative Approval),201824,2015-09-15,-,-,-,-
-,-,CLOZAPINE,ANDA,-,BARR LABS INC,-,Prescription,90308,2015-11-25,-,-,-,-
-,-,CLOZAPINE,ANDA,-,IVAX SUB TEVA PHARMS,-,Prescription,76809,2005-12-16,-,-,-,-
-,-,CLOZAPINE,ANDA,-,SUN PHARM INDS INC,-,Prescription,75713,2002-11-15,-,-,-,-
-,-,CLOZAPINE,ANDA,-,MYLAN,-,Prescription,75417,1999-05-27,-,-,-,-
-,-,CLOZAPINE,ANDA,-,IVAX SUB TEVA PHARMS,-,Prescription,74949,1997-11-26,-,-,-,-
-,-,CLOXAPEN,-,-,-,-,Discontinued,61806,-,-,-,-,-
-,-,CLOXAPEN,-,-,-,-,Discontinued,62233,-,-,-,-,-
-,-,CLOXACILLIN SODIUM,-,-,-,-,Discontinued,61452,-,-,-,-,-
-,-,CLOXACILLIN SODIUM,-,-,-,-,Discontinued,62240,-,-,-,-,-
-,-,CLOXACILLIN SODIUM,-,-,-,-,Discontinued,62268,-,-,-,-,-
-,-,CLOXACILLIN SODIUM,-,-,-,-,Discontinued,62978,-,-,-,-,-
-,-,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,ANDA,-,GLENMARK PHARMS,-,Prescription,202894,2015-10-30,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,GLENMARK PHARMS,-,Prescription,90219,2010-08-03,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,FOUGERA PHARMS,-,Prescription,78338,2008-09-02,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,PADDOCK LLC,-,Prescription,76763,2005-10-28,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,ROXANE,-,Prescription,76387,2004-07-29,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,TARO,-,Prescription,74580,1996-07-29,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,ACTAVIS MID ATLANTIC,-,Over-the-counter,74165,1993-07-16,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,TEVA,-,Prescription,73306,1995-02-28,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,TARO,-,Over-the-counter,72641,1995-12-04,-,-,-,-
-,-,CLOTRIMAZOLE,ANDA,-,TARO,-,Prescription,72640,1993-08-31,-,-,-,-
-,-,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,ANDA,-,FOUGERA PHARMS,-,Prescription,76516,2005-06-16,-,-,-,-
-,-,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,ANDA,-,TARO,-,Prescription,76493,2004-07-28,-,-,-,-
-,-,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,ANDA,-,ACTAVIS MID ATLANTIC,-,Prescription,76002,2002-08-02,-,-,-,-
-,-,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,ANDA,-,TARO,-,Prescription,75673,2001-05-29,-,-,-,-
-,-,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,ANDA,-,FOUGERA PHARMS,-,Prescription,75502,2001-06-05,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71242,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71243,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71244,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71429,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71430,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71431,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71509,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71510,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71511,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71522,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71549,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71550,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71702,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71727,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71728,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71729,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71730,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71731,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71742,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71743,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71744,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71747,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71748,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71749,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71774,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71775,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71776,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71777,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71778,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71779,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71780,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71781,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71782,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71828,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71829,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71830,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71852,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71853,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71854,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71860,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71878,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71879,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71924,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71925,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,71926,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72013,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72014,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72015,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72112,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72219,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72220,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72330,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72331,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72332,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72512,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72513,-,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,-,-,-,-,Discontinued,72514,-,-,-,-,-
-,-,CLORPRES,ANDA,-,MYLAN,-,Prescription,71325,1987-02-09,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,ANDA,-,SUN PHARM INDS LTD,-,Prescription,76911,2004-09-29,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,ANDA,-,TARO,-,Prescription,75731,2000-04-27,-,-,-,-
-,-,CLORAZEPATE DIPOTASSIUM,ANDA,-,MYLAN,-,Prescription,71858,1987-07-17,-,-,-,-
-,-,CLOPRA,-,-,-,-,Discontinued,70294,-,-,-,-,-
-,-,CLOPRA,-,-,-,-,Discontinued,72384,-,-,-,-,-
-,-,"CLOPRA-""""YELLOW""""",ANDA,-,QUANTUM PHARMICS,-,Discontinued,70632,1985-10-28,-,-,-,-
-,-,CLOPIDOGREL BISULFATE,-,-,-,-,Discontinued,90307,-,-,-,-,-
-,-,CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE,-,-,-,-,Discontinued,71142,-,-,-,-,-
-,-,CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE,-,-,-,-,Discontinued,71178,-,-,-,-,-
-,-,CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE,-,-,-,-,Discontinued,71179,-,-,-,-,-
-,-,CLOPIDOGREL BISULFATE,ANDA,-,SCIEGEN PHARMS INC,-,Prescription,204165,2014-09-15,-,-,-,-
-,-,CLOPIDOGREL BISULFATE,ANDA,-,AMNEAL PHARMS,-,Prescription,203751,2014-04-11,-,-,-,-
-,-,CLOPIDOGREL BISULFATE,ANDA,-,MACLEODS PHARMS LTD,-,Prescription,202928,2014-02-10,-,-,-,-
